Soft-Bounced,Soft-Bounced,
"Some mailboxes require a different Sent Folder Name e.g. ""INBOX.Sent""","Vissa brevlådor erfordrar annat namn på Skickad Mapp Namn, t.ex. ""INBOX.Sent""",
Sort Field,Sortering Fält,
Sort Options,Sortering Alternativ,
Sort Order,Sortering Order,
Source,Källa,
Source Name,käll~~POS=TRUNC,
Source Text,Käll Text,
Spam,Spam,
SparkPost,Spark Post,
"Specify a custom timeout, default timeout is 1500 seconds","Ange anpassad timeout, standard timeout är 1500 sekunder",
"Specify the domains or origins that are permitted to embed this form. Enter one domain per line (e.g., https://example.com). If no domains are specified, the form can only be embedded on the same origin.",Ange domäner eller ursprung som är tillåtna att bädda in detta formulär. Ange en domän per rad (t.ex. https://example.com). Om inga domäner anges kan formulär bara bäddas in på samma ursprung.,
Splash Image,Splash Bild,
Stack Trace,Stack Trace,
Standard,Standard,
Standard Sidebar Menu,Standard Sidofält Meny,
Start Date,Start Datum,
Start Date Field,Start Datum,
Start Time,Starttid,
StartTLS,StartTLS,
Started,Startad,
Started At,Startade,
Starts on,Startar,
State,stat,
State/Province,Län,
States,Tillstånd,
Static Parameters,Statiska Parametrar,
Statistics,Statistik,
Stats,Statistik,
Stats Time Interval,Statistik Tid Intervall,
Status,Status,
Step,Steg,
Steps,Steg,
Stopped,Stoppad,
Storage Usage (MB),Lagring Användning (MB),
Storage Usage By Table,Lagring Användning Efter Tabeller,
Store Attached PDF Document,Spara Bifogade PDF dokument,
Stores the JSON of last known versions of various installed apps. It is used to show release notes.,Lagrar JSON senast kända versioner av olika installerade appar. Det används för att visa version information.,
Stores the datetime when the last reset password key was generated.,Lagrar datum och klockslag när senaste återställning lösenord nyckel skapades.,
Strip EXIF tags from uploaded images,Ta bort EXIF taggar från uppladdade bilder,
Style,Stil,
Style Settings,Stil Inställningar,
"Style represents the button color: Success - Green, Danger - Red, Inverse - Black, Primary - Dark Blue, Info - Light Blue, Warning - Orange","Stil beskriver knapp färg: Slutförd - Grön, Fara - Röd, Omvänd - Svart, Primär - Mörkblå, Info - Ljusblå, Varning - Orange",
Stylesheet,Stil Mall,
"Sub-currency. For e.g. ""Cent""",Under valuta. För t.ex. 'Öre',
Sub-domain provided by erpnext.com,Underdomän tillhandahålls av erpnext.com,
Subdomain,Underdomän,
Subject,Ämne,
Subject Field,Ämne Fält,
Submission Queue,Godkännande Kö,
Submit,Skicka,
Submit After Import,Godkänn efter Import,
Submit button label,Godkänn Knapp Titel,
Submit on Creation,Godkänn vid Skapande,
Submitted,Avsändare,
Subsidiary,Dotter Bolag,
Subtitle,Texta,
Success,Framgång,
Success Action,Klar Åtgärd,
Success Message,Klar Meddelande,
Success URI,Klar URI,
Success URL,Klar URL,
Success message,Klart Meddelande,
Success title,Klart Benämning,
Successful Job Count,Antal Klara Jobb ,
Suggested Indexes,Föreslagen Indexering,
Sum,Summa,
Sunday,Söndag,
Symbol,Symbol,
Sync,Synkronisera,
Sync events from Google as public,Synkronisera händelser från Google som offentliga,
Sync with Google Calendar,Synkronisera med Google Kalender,
Sync with Google Contacts,Synkronisera med Google Kontakter,
System,System,
System Console,System Konsol,
System Health Report,System Status Rapport,
System Health Report Errors,System Status Rapport Fel,
System Health Report Failing Jobs,System Status Rapport Jobb,
System Health Report Queue,System Status Rapport Kö,
System Health Report Tables,System Status Rapport Tabeller,
System Health Report Workers,System Status Rapport Tjänster,
System Manager,System Manager,
System Notification,System Avisering,
System Notifications,System Aviseringar,
System Page,System Sida,
System Settings,System Inställningar,
System managers are allowed by default,System Ansvariga är tillåtna som standard,
Tab Break,Flik Brytning,
Table,Tabell,
Table Break,Tabell Brytning,
Table Fieldname,Tabell Fältnamn,
Table HTML,Tabell HTML,
Table MultiSelect,Tabell FlerVal,
Tabloid,Tabloid,
Tag,Märka,
Tag Link,Tagg Länk,
Target,Mål,
Tax Category,Skatt kategori,
Team Members,Team Medlemmar,
Team Members Heading,Team Medlemmar Huvud Rubrik,
Team Members Subtitle,Team Medlemmar Undertext,
Telemetry,Telemetri,
Template,Mall,
Template File,Mall Fil,
Template Options,Mall Alternativ,
Template Warnings,Mall Varningar,
Test Job ID,Test Jobb ID,
Text,Text,
Text Align,Text Justering,
Text Color,Text Färg,
Text Content,Text Innehåll,
Text Editor,Text Redigerare,
"The Client ID obtained from the Google Cloud Console under <a href=""https://console.cloud.google.com/apis/credentials"">
""APIs &amp; Services"" &gt; ""Credentials""
</a>","Klient ID som erhållits från Google Cloud Console under <a href=""https://console.cloud.google.com/apis/credentials"">""API och tjänster"" &gt; ""Inloggningsuppgifter""</a>",
The application name will be used in the Login page.,App namn kommer att användas på inloggning sida.,
"The browser API key obtained from the Google Cloud Console under <a href=""https://console.cloud.google.com/apis/credentials"">
""APIs &amp; Services"" &gt; ""Credentials""
</a>","Webbläsarens API Nyckel som erhålls från Google Cloud Console under <a href=""https://console.cloud.google.com/apis/credentials"">""API och tjänster"" &gt; ""Inloggning Uppgifter""</a>",
"The document type selected is a child table, so the parent document type is required.","Vald Dokument Typ är underordnad tabell, så överordnad Dokument Typ erfodras.",
The name that will appear in Google Calendar,Namn som kommer att visas i Google Kalender,
The next tour will start from where the user left off.,Nästa Formulär Tur börjar där användare slutade.,
The number of seconds until the request expires,Antal sekunder tills begäran går ut,
"The project number obtained from Google Cloud Console under <a href=""https://console.cloud.google.com/iam-admin/settings"">
""IAM &amp; Admin"" &gt; ""Settings""
</a>","Projekt Nummer erhålln från Google Cloud Console under <a href=""https://console.cloud.google.com/iam-admin/settings"">
""IAM &amp; Admin"" &gt; ""Inställningar""
</a>",
The user from this field will be rewarded points,Användare från detta fält kommer att belönas med poäng,
The webhook will be triggered if this expression is true,Webhook utlöses om detta uttryck är sant,
Theme,Tema,
Theme Configuration,Tema Inställningar,
Theme URL,Tema URL,
These announcements will appear inside a dismissible alert below the Navbar.,Dessa meddelande kommer att visas i en avviserbar varning under Navigering fält.,
These settings are required if 'Custom' LDAP Directory is used,"Dessa inställningar erfodras om ""Anpassad"" LDAP Katalog Server används",
These values will be automatically updated in transactions and also will be useful to restrict permissions for this user on transactions containing these values.,Dessa värden kommer att uppdateras automatiskt i transaktioner och kommer också att vara till nytta för att begränsa behörigheter för Användare på transaktioner som innehåller dessa värden.,
Third Party Authentication,Tredje Parts Autentisering,
This card will be available to all Users if this is set,Detta kort är tillgängligt för alla Användare om detta är angivet,
This chart will be available to all Users if this is set,Detta diagram kommer att vara tillgängligt för alla användare om detta är angivet,
"This field will appear only if the fieldname defined here has value OR the rules are true (examples):
myfield
eval:doc.myfield=='My Value'
eval:doc.age&gt;18","Detta fält visas endast om fält namn definieras här har värde eller reglerna är sanna (exempel):
myfield eval: doc.myfield == 'Min värde'
eval:doc.age&gt;18",
This format is used if country specific format is not found,Detta format används om land specifika format inte hittas,
This goes above the slideshow.,Text ovanför Bildspel.,
This is an example Google SERP Preview.,Detta är ett exempel på Google SERP Förhandsvisning.,
This is the number of the last created transaction with this prefix,Detta är nummer på senast skapad transaktion med detta prefix,
This will be shown in a modal after routing,Detta kommer att visas i modal efter diregering,
This will be shown to the user in a dialog after routing to the report,Detta kommer att visas för Användare i dialogruta efter dirigering till rapport,
Thumbnail URL,Miniatyr URL,
Thursday,Torsdag,
Time,Tid,
Time Format,Tid Format,
Time Interval,Tid Intervall,
Time Series,Tid Nummer Serie,
Time Series Based On,Tid Nummer Serie Baserad på,
Time Taken,Tid Tagen,
Time Window (Seconds),Tidsram (Sekunder),
Time Zone,Tidszon,
Time Zones,Tidzoner,
Time format,Tid Format,
Time in Queries,Tid i Frågor,
Time in seconds to retain QR code image on server. Min:<strong>240</strong>,Tid i sekunder att behålla QR Kod Bild på server. Min: <strong>240</strong>,
Timed Out,Tidsgräns,
Timeline,tidslinje,
Timeline DocType,Tidslinje DocType,
Timeline Field,Tidslinje Fält,
Timeline Links,Tidslinje Länkar,
Timeline Name,Tidslinje Namn,
Timeout,Paus,
Timeout (In Seconds),Timeout (i Sekunder),
Timeseries,Tid Nummer Serie,
Timespan,Tid Intervall,
Timestamp,Tid Stämpel,
Title,Titel,
Title Field,Titel Fält,
Title Prefix,Titel Prefix,
To,Till,
To Date,Till Datum,
To Date Field,Till Datum,
"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","För att lägga till dynamiskt ämne, använd jinja taggar som <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>",
"To add dynamic subject, use jinja tags like

<div><pre><code>{{ doc.name }} Delivered</code></pre></div>","Om du vill lägga dynamisk ämne, använd Jinja taggar som <div><pre> <code>{{ doc.name }} Delivered</code> </pre> </div>",
"To add dynamic values from the document, use jinja tags like

<div>
<pre><code>{ ""id"": ""{{ doc.name }}"" }</code>
</pre>
</div>","För att lägga till dynamiska värden från dokument, använd jinja taggar som

<div>
<pre><code>{ ""id"": ""{{ doc.name }}"" }</code>
</pre>
</div>",
To and CC,Till / Kopia,
"To begin the date range at the start of the chosen period. For example, if 'Year' is selected as the period, the report will start from January 1st of the current year.","För att börja datum intervall i början av vald period. Till exempel, om ""År"" väljs som period, kommer rapport att börja från den 1 januari innevarande år.",
To print output use <code>print(text)</code>,"För att skriva ut, använd <code>print(text)</code>",
"To use Google Indexing, enable <a href=""/app/google-settings"">Google Settings</a>.","För att använda Google Indexing, aktivera <a href=""/app/google-settings"">Google Inställningar</a>.",
"To use Slack Channel, add a <a href=""#List/Slack%20Webhook%20URL/List"">Slack Webhook URL</a>.","För att använda Slack Channel, lägg till <a href=""#List/Slack%20Webhook%20URL/List"">Slack Webhook URL</a>.",
ToDo,Att Göra,
Toggle Full Width,Växla Full Bredd,
Toggle Theme,Växla Tema,
Token,Token,
Token Cache,Token Cache,
Token Type,Token Typ,
Token URI,Token URI,
Top,Topp,
Top Bar Item,Toppfält Post,
Top Bar Items,Toppfält Poster,
Top Center,Topp Center,
Top Errors,Topp Fel,
Top Left,Topp Vänster,
Top Right,Topp Höger,
Topic,Ämne,
Total Background Workers,Totalt Antal Bakgrund Tjänster,
Total Errors (last 1 day),Totalt Antal Fel (Senaste dag),
Total Outgoing Emails,Totalt Utgående E-post ,
Total Recipients,Totalt Antal Mottagare,
Total Subscribers,Totalt Antal Prenumeranter,
Total Users,Totalt Användare,
Total Views,Totalt Visningar,
Total Working Time,Totalt Antal Arbetade Timmar,
Total number of emails to sync in initial sync process ,Totalt antal E-post meddelande som ska synkroniseras i första synkronisering ,
Trace ID,Spåra ID,
Traceback,Spåra Tillbaka,
Track Changes,Spåra Ändringar,
Track Email Status,Spåra E-post Status,
Track Field,Spåra Fält,
Track Seen,Spåra Visad,
Track Steps,Spåra Steg,
Track Views,Spåra Visningar,
"Track if your email has been opened by the recipient.
<br>
Note: If you're sending to multiple recipients, even if 1 recipient reads the email, it'll be considered ""Opened""","Spåra om E-post är öppnad av mottagare.
 <br>
Obs! Om du skickar till flera mottagare, även om en mottagare läser E-post meddelande, betraktas det som 'Öppnad'",
Track milestones for any document,Spåra milstolpar för alla dokument,
Transaction Hash,Transaktion Hash,
Transaction Log,Transaktion Logg,
Transaction Log Report,Transaktion Logg Rapport,
Transition Rules,Övergång Regler,
Transitions,Övergångar,
Translatable,Översättningbar,
Translate Link Fields,Översätt Länk Fält,
Translated Text,Översatt Text,
Translation,Översättning,
Trash,Skräp,
Tree,Träd Vy,
Tree structures are implemented using Nested Set,Trädstrukturer implementeras med Nested Set,
Trigger Method,Utlösande Sätt,
"Trigger on valid methods like ""before_insert"", ""after_update"", etc (will depend on the DocType selected)","Utlös giltiga sätt som 'before_insert', 'after_update', osv (beror på vald DocType)",
Try a Naming Series,Prova Nummer Serie,
Tuesday,Tisdag,
Two Factor Authentication,Två Faktor Autentisering,
Two Factor Authentication method,Två Faktor Autentisering Sätt,
Type,Typ,
UI Tour,UI Tur,
UID,UID,
UIDNEXT,UIDNEXT,
UIDVALIDITY,UIDVALIDITY,
UNSEEN,OVISADE,
"URIs for receiving authorization code once the user allows access, as well as failure responses. Typically a REST endpoint exposed by the Client App.
<br>e.g. http://hostname/api/method/frappe.integrations.oauth2_logins.login_via_facebook","URI för att ta emot behörighet kod när Användare tillåter tillgång, liksom fel svar. Typiskt REST slutpunkt exponeras av Klient App.
 <br> t.ex. http://hostname/api/method/frappe.integrations.oauth2_logins.login_via_facebook",
URL,URL,
URL for documentation or help,URL för dokumentation eller hjälp,
URL to go to on clicking the slideshow image,Omdirigering URL när du klickar på Bildspel Bild,
Unassign Condition,Inaktivera Villkor,
Unhandled Email,Ohanterad E-post,
Unhandled Emails,Ohanterad E-post ,
Unique,Unik,
Unread,Oläst,
Unread Notification Sent,Oläst Avisering Skickad,
Unshared,Odelad,
Unsubscribe Method,Avregistrering Sätt,
Unsubscribe Param,Avregistrering Parameter,
Unsubscribed,Otecknade,
Update,Uppdatera,
Update Amendment Naming,Uppdatera Ändring Namn,
Update Existing Records,Uppdatera Befintliga Poster,
Update Field,Uppdatera Fält,
Update Series Counter,Uppdatera Nummer Serie Räknare,
Update Series Number,Uppdatera Nummer Serie Sekvens,
Update Settings,Uppdatera Inställningar,
Update Value,Uppdatera Värde,
Updated,Uppdaterad,
Updates,Uppdateringar,
Uploaded To Dropbox,Uppladdad till Dropbox,
Uploaded To Google Drive,Uppladdad till Google Drive,
Use % for any non empty value.,Använd % för alla icke tomma värde.,
Use ASCII encoding for password,Använd ASCII kodning för Lösenord,
Use First Day of Period,Veckans Första Arbetsdag ,
Use HTML,Använd HTML,
Use IMAP,Använd IMAP,
Use Number Format from Currency,Använd Nummerformat från Valuta,
Use POST,Använd POST,
Use Report Chart,Använd Rapport Diagram,
Use SSL,Använd SSL,
Use STARTTLS,Använd STARTTLS,
Use TLS,Använd TLS,
Use different Email ID,Använda annan E-post ,
Use this fieldname to generate title,Använd detta Fält Namn för att skapa Titel,
Used OAuth,Använd OAuth,
User,Användare,
User ,Användare,
User Agent,Användare Agent,
User Cannot Create,Användare kan inte Skapa,
User Cannot Search,Användare kan inte Söka,
User Defaults,Användare Standard Inställningar,
User Details,Användarinformation,
User Document Type,Användare Dokument Typ,
User Email,Användare E-post,
User Emails,Användare E-post,
User Field,Användare Fält,
User Group,Användare Grupp,
User Group Member,Användare Grupp Medlem,
User Group Members,Användare Grupp Medlemmar,
User ID,användar ID,
User ID Property,Användare Egenskap,
User ID of a Blogger,Användare ID för Bloggare,
User Id,Användare,
User Id Field,Användar ID Fält,
User Image,Användare Bild,
User Name,Användare Namn,
User Permission,Användare Behörighet,
User Profile,Användare Profil,
User Role,Användare Roll,
User Select Document Type,Användare Välj Dokument Typ,
User Social Login,Användare Social Inlogning ,
User Tags,Användare Taggar,
User Type,Användare Typ,
User Type Module,Användare Typ Modul,
User can login using Email id or Mobile number,Användare kan logga in med E-post eller Mobil Nummer,
User can login using Email id or User Name,Användare kan logga in med E-post eller Användare Namn,
User must always select,Användare måste altid välja,
Userinfo URI,Användare Info URI,
Username,Användarnamn,
Users,användare,
Users assigned to the reference document will get points.,Användare som är tilldelad till referens dokumentet får poäng.,
Utilization,Användning,
Utilization %,Användning %,
Valid,Giltig,
Validate Field,Validera Fält,
Validity,Giltighet,
Value,Värde,
Value Based On,Värde Baserad På,
Value Change,Värde Förändring,
Value Changed,Värde Ändrad,
Value To Be Set,Värde som ska Anges,
Value from this field will be set as the due date in the ToDo,Värde från detta fältet kommer att anges som Förfallo Datum i Att-Göra listan,
Value to Validate,Värde att Validera,
Verdana,Verdana,
Verified,Verifierad,
Version,Version,
Video URL,Video URL,
View,Se,
View Log,Visa Logg,
View Properties (via Customize Form),Visa Egenskaper (via Anpassa Formulär),
View Report,Visa Rapport,
View Settings,Visa Inställningar,
View Switcher,Visa Omkopplare,
View Website,Visa Webbplats,
Viewed By,Visad av,
Virtual,Virtuell,
Visibility,Synlighet,
Visit,Besök,
Visitor ID,Besökare,
Warehouse,lager,
Warning,Varning,
Warning: Updating counter may lead to document name conflicts if not done properly,Varning: Uppdatering av räknare kan leda till dokument namn konflikter om det inte görs på rätt sätt,
Watch Video,Visa Video,
Web Form,Webbformulär,
Web Form Field,Webbformulär Fält,
Web Form Fields,Webbformulär Fält,
Web Form List Column,Kolumn för Webbformulär Lista Kolumn,
Web Page,Webbsida,
Web Page Block,Webbsida Avsnitt,
Web Page View,Webbsida Vy,
Web Template,Webb Mall,
Web Template Field,Webb Mall Fält,
Web Template Values,Webb Mall Värden,
Web View,Webb Vy,
Webhook,Webhook,
Webhook Data,Webhook Data,
Webhook Header,Webhook Rubrik,
Webhook Headers,Webhook Rubriker,
Webhook Request,Webhook Begäran,
Webhook Request Log,Webhook Begäran Logg,
Webhook Secret,Webhook Hemlighet,
Webhook Security,Webhook Säkerhet,
Webhook Trigger,Webhook Utlösare,
Webhook URL,Webhook URL,
Website,Webbplats,
Website Analytics,Webbplats Analys,
Website Manager,Webbplats ägare,
Website Meta Tag,Webbplats Meta Tagg,
Website Route Meta,Webbplats Sökväg Meta,
Website Route Redirect,Webbplats Sökväg Omdirigering,
Website Script,Webbplats Skript,
Website Search Field,Webbplats Sökfält,
Website Settings,Webbplatsinställningar,
Website Sidebar,Webbplats Sidofält,
Website Sidebar Item,Webbplats Sidofält Post,
Website Slideshow,Webbplats Bildspel,
Website Slideshow Item,Webbplats Bildspel Post,
Website Theme,Webbplats Tema,
Website Theme Ignore App,Webbplats Tema Ignorera App,
Website Theme Image,Webbplats Tema Bild,
Website Theme image link,Webbplats Tema bild länk,
Websocket,Webbsocket,
Wednesday,Onsdag,
Weekdays,Vardagar,
Weekly,Veckovis,
Weekly Long,Vecka Lång,
Welcome Email Template,Välkomst E-post Mall,
Welcome URL,Välkommen URL,
"When enabled this will allow guests to upload files to your application, You can enable this if you wish to collect files from user without having them to log in, for example in job applications web form.","Om aktiverad kan gäst Användare ladda upp filer.Aktivera detta för att gäst Användare kann ladda upp filer utan att de behöver logga in, till exempel i webbformulär för jobb ansökan.",
"When sending document using email, store the PDF on Communication. Warning: This can increase your storage usage.","När dokument skickas med e-post, lagra det som PDF. Varning: Detta kan öka din lagringsanvändning.",
"When uploading files, force the use of the web-based image capture. If this is unchecked, the default behavior is to use the mobile native camera when use from a mobile is detected.","När filer laddas upp, tvinga fram användning av den webbaserade bildtagning. Om detta är avmarkerat är standard beteende att använda inbyggd mobilkamera när användning från en mobil upptäcks.",
Which view of the associated DocType should this shortcut take you to?,Vilken Vy av tillhörande DocType ska denna genväg ta dig till?,
Width,Bredd,
Wildcard Filter,Jokertecken Filter,
"Will add ""%"" before and after the query","Lägger till ""%"" före och efter fråga",
Will be used in url (usually first name).,Kommer att användas i URL (vanligtvis förnamn).,
Will run scheduled jobs only once a day for inactive sites. Set it to 0 to avoid automatically disabling the scheduler.,Kör schemalagda jobb endast en gång om dagen för inaktiva webbplatser. Ange som 0 för att undvika att schemaläggare inaktiveras automatiskt.,
Worker Information,Arbetare Information,
Worker Name,Arbetare Namn,
Workflow,Arbetsflöde,
Workflow Action,Arbetsflöde Åtgärd,
Workflow Action Master,Överordnad Arbetsflöde Åtgärd,
Workflow Action Name,Arbetsflöde Åtgärd Namn,
Workflow Action Permitted Role,Arbetsflöde Åtgärd Tillåten Roll,
Workflow Action is not created for optional states,Arbetsflöde Åtgärd skapas inte för valfri tillstånd,
Workflow Builder,Arbetsflöde Generator,
Workflow Builder ID,Arbetsflöde Generator,
Workflow Data,Arbetsflöde Data,
Workflow Document State,Arbetsflöde Dokument Tillstånd,
Workflow Name,Arbetsflöde Namn,
Workflow State,Arbetsflöde Tillstånd,
Workflow State Field,Arbetsflöde Tillstånd Fält,
Workflow Transition,Arbetsflöde Övergång,
Workflow state represents the current state of a document.,Arbetsflöde tillstånd representerar aktuell tillstånd i ett dokument.,
Workspace,Arbetsyta,
Workspace Chart,Arbetsyta Diagram,
Workspace Custom Block,Arbetsyta Anpassad Avsnitt,
Workspace Link,Arbetsyta Länk,
Workspace Manager,Arbetsyta Ansvarig,
Workspace Number Card,Arbetsyta Nummer Kort,
Workspace Quick List,Arbetsyta Snabb Lista,
Workspace Shortcut,Arbetsyta Genväg,
Workspaces,Arbetsytor,
Write,Skriva,
X Field,X Fält,
XLSX,XLSX,
Y Axis,Y Axel,
Y Field,Y Fält,
Yahoo Mail,Yahoo Mail,
Yandex.Mail,Yandex Mail,
Year,År,
Yearly,Årlig,
Yellow,Gul,
Yes,Ja,
You can set a high value here if multiple users will be logging in from the same network.,Ange ett högt värde här om flera användare kommer att logga in från samma nätverk.,
Your organization name and address for the email footer.,Bolag Namn och Adress för E-post Signatur.,
Zero means send records updated at anytime,Nollan innebär att skicka poster som uppdaterades närsomhelst,
_doctype,_doctype,
_report,_rapport,
adjust,justera,
after_insert,efter_infoga,
align-center,rikta-centrera,
align-justify,rikta-justera,
align-left,rikta-vänster,
align-right,rikta-höger,
amend,ändra,
arrow-down,pil ned,
arrow-left,pil-vänster,
arrow-right,pil-höger,
arrow-up,pil-upp,
asterisk,asterisk,
backward,bakåt,
ban-circle,ban-cirkel,
barcode,streckkod,
bell,klocka,
blue,blå,
bold,fet,
book,boka,
bookmark,bokmärke,
briefcase,portfölj,
bullhorn,bullhorn,
cProfile Output,Profil ,
calendar,kalender,
camera,kamera,
cancel,annullera,
canceled,annullerad,
certificate,certifikat,
check,check,
chevron-down,chevron-ned,
chevron-left,chevron-vänster,
chevron-right,chevron-höger,
chevron-up,chevron-upp,
circle-arrow-down,cirkel-pil-ned,
circle-arrow-left,cirkel-pil-vänster,
circle-arrow-right,cirkel-pil-höger,
circle-arrow-up,cirkel-pil-upp,
cog,cog,
comment,kommentar,
create,skapa,
cyan,cyan,
darkgrey,mörkgrå,
dd-mm-yyyy,dd-mm-yyyy,
dd.mm.yyyy,dd.mm.yyyy,
dd/mm/yyyy,dd/mm/yyyy,
default,standard,
deferred,uppskjuten,
delete,ta Bort,
download,ladda ner,
download-alt,nedladdning-alt,
"e.g. ""Support"", ""Sales"", ""Jerry Yang""","t.ex. 'Hjälp', 'Försäljning', 'Anders Svensson'",
e.g. pop.gmail.com / imap.gmail.com,t.ex. pop.gmail.com / imap.gmail.com,
e.g. replies@yourcomany.com. All replies will come to this inbox.,t.ex. svar@bolag.se. Alla svar kommer till denna inkorg.,
e.g. smtp.gmail.com,t.ex. smtp.bolag.se,
edit,redigera ,
eject,mata ut,
email,E-post,
envelope,kuvert,
exclamation-sign,utropstecken,
export,exportera,
eye-close,nära öga,
eye-open,öppna ögon,
facebook,Facebook,
facetime-video,facetime-video,
failed,misslyckad,
fairlogin,fairlogin,
fast-backward,snabb-bakåt,
fast-forward,snabb-framåt,
file,fil,
film,film,
filter,filter,
finished,klar,
fire,eld,
flag,flagga,
folder-close,mapp-stäng,
folder-open,mapp-öppna,
font,typsnitt,
forward,vidarebefordra,
fullscreen,fullskärm,
gift,gåva,
glass,glas,
globe,klot,
gray,grå,
green,grön,
grey,grå,
hand-down,hand-ned,
hand-left,hand-vänster,
hand-right,hand-höger,
hand-up,hand-upp,
hdd,hdd,
headphones,hörlurar,
heart,hjärta,
home,hem,
icon,ikon,
import,import,
in minutes,i minuter,
inbox,inkorg,
indent-left,indrag-vänster,
indent-right,indrag-höger,
info-sign,info-skylt,
italic,kursiv,
leaf,blad,
light-blue,ljus-blå,
link,länk,
linkedin,linkedIn,
list,lista,
list-alt,lista-alt,
lock,lås,
long,lång,
magnet,magnet,
map-marker,mapp-markör,
minus,minus,
minus-sign,minus-tecken,
mm-dd-yyyy,mm-dd-yyyy,
mm/dd/yyyy,mm/dd/yyyy,
module,modul,
move,flytta,
music,musik,
no failed attempts,inga misslyckade försök,
nonce,nonce,
notified,underrättad,
off,av,
ok,ok,
ok-circle,ok-cirkel,
ok-sign,ok-tecken,
old_parent,gammalt_mål,
on_cancel,on_cancel,
on_change,på_ändra,
on_submit,på_godkänn,
on_trash,på_papperskorg,
on_update,på_uppdatering,
on_update_after_submit,på_uppdatering_efter_godkänn,
orange,orange,
page,sida,
pause,paus,
pencil,penna,
picture,bild,
pink,rosa,
plain,enkel,
plane,flygplan,
play,spela,
play-circle,spela-cirkel,
plus,plus,
plus-sign,plus-tecken,
print,utskrift,
processlist,processlista,
purple,lila,
qrcode,qrkod,
query-report,fråga-rapport,
question-sign,frågetecken,
queued,i kö,
random,slumpvis,
read,läs,
red,röd,
refresh,uppdatera,
remove,ta bort,
remove-circle,ta bort-cirkel,
remove-sign,ta bort-tecken,
repeat,upprepa,
report,rapport ,
resize-full,ändra storlek-full,
resize-horizontal,ändra storlek-horisontell,
resize-small,ändra storlek-liten,
resize-vertical,ändra storlek-vertikal,
response,svar,
retweet,retweeta,
road,väg,
s256,s256,
scheduled,schemalagd,
screenshot,skärmdump,
search,sök,
select,välj,
share,dela,
share-alt,dela-alt,
shopping-cart,kundkorg,
short,kort,
signal,signal,
star,stjärna,
star-empty,stjärna-tom,
started,startad,
step-backward,steg-bakåt,
step-forward,steg-framåt,
stop,stopp,
"string value, i.e. group","sträng värde, dvs grupp",
"string value, i.e. member","sträng värde, dvs medlem",
"string value, i.e. {0} or uid={0},ou=users,dc=example,dc=com","sträng värde, dvs. {0} eller uid={0},ou=users,dc=example,dc=com",
submit,godkänn,
tag,tagg,
tags,taggar,
tasks,uppgifter,
text-height,text-höjd,
text-width,text-bredd,
th,th,
th-large,th-stor,
th-list,th-lista,
thumbs-down,tummen-ner,
thumbs-up,tummen-upp,
time,tid,
tint,färgton,
trash,skräp,
twitter,twitter,
upload,ladda upp,
user,användare,
version_table,version_tabell,
via Google Meet,via Google Meet,
volume-down,volym-ned,
volume-off,volym-av,
volume-up,volym-upp,
warning-sign,varning-tecken,
when clicked on element it will focus popover if present.,när du klickar på element fokuserar det popover om det finns.,
wrench,skiftnyckel,
write,skriv,
yellow,gul,
yyyy-mm-dd,yyyy-mm-dd,
zoom-in,zooma-in,
zoom-out,zooma ut,
